No,Year,Material,Type,Shape,Coat/Functional Group,Synthesis_Method,Surface_Charge,Diameter (nm),Size_in_Water (nm),Size_in_Medium (nm),Zeta_in_Water (mV),Zeta_in_Medium (mV),Cell_Type,No_of_Cells (cells/well),Human_Animal,Cell_Source,Cell_Tissue,Cell_Morphology,Cell_Age,Cell Line_Primary Cell,Time (hr),Concentration (ug/ml),Test,Test_Indicator,Aspect_Ratio,Cell_Viability (%),PDI,Article_ID,DOI
2483,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,72,100,CellTiterGlo,LuciferaseEnzyme,,77.962,,96,10.1039/c0nr00204f
2484,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,72,200,CellTiterGlo,LuciferaseEnzyme,,68.483,,96,10.1039/c0nr00204f
2485,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,72,400,CellTiterGlo,LuciferaseEnzyme,,43.365,,96,10.1039/c0nr00204f
2486,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,24,25,CellTiterGlo,LuciferaseEnzyme,,98.832,,96,10.1039/c0nr00204f
2487,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,24,50,CellTiterGlo,LuciferaseEnzyme,,90.888,,96,10.1039/c0nr00204f
2488,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,24,100,CellTiterGlo,LuciferaseEnzyme,,89.486,,96,10.1039/c0nr00204f
2489,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,24,200,CellTiterGlo,LuciferaseEnzyme,,79.907,,96,10.1039/c0nr00204f
2490,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,24,400,CellTiterGlo,LuciferaseEnzyme,,54.206,,96,10.1039/c0nr00204f
2491,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,48,25,CellTiterGlo,LuciferaseEnzyme,,96.262,,96,10.1039/c0nr00204f
2492,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,48,50,CellTiterGlo,LuciferaseEnzyme,,89.486,,96,10.1039/c0nr00204f
2493,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,48,100,CellTiterGlo,LuciferaseEnzyme,,84.112,,96,10.1039/c0nr00204f
2494,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,48,200,CellTiterGlo,LuciferaseEnzyme,,78.972,,96,10.1039/c0nr00204f
2495,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,48,400,CellTiterGlo,LuciferaseEnzyme,,54.673,,96,10.1039/c0nr00204f
2496,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,72,25,CellTiterGlo,LuciferaseEnzyme,,98.131,,96,10.1039/c0nr00204f
2497,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,72,50,CellTiterGlo,LuciferaseEnzyme,,88.318,,96,10.1039/c0nr00204f
2498,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,72,100,CellTiterGlo,LuciferaseEnzyme,,85.28,,96,10.1039/c0nr00204f
2499,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,72,200,CellTiterGlo,LuciferaseEnzyme,,65.187,,96,10.1039/c0nr00204f
2500,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,72,400,CellTiterGlo,LuciferaseEnzyme,,47.897,,96,10.1039/c0nr00204f
2501,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,24,25,CellTiterGlo,LuciferaseEnzyme,,98.293,,96,10.1039/c0nr00204f
2502,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,24,50,CellTiterGlo,LuciferaseEnzyme,,93.902,,96,10.1039/c0nr00204f
2503,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,24,100,CellTiterGlo,LuciferaseEnzyme,,87.317,,96,10.1039/c0nr00204f
2504,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,24,200,CellTiterGlo,LuciferaseEnzyme,,79.268,,96,10.1039/c0nr00204f
2505,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,24,400,CellTiterGlo,LuciferaseEnzyme,,50,,96,10.1039/c0nr00204f
2506,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,48,25,CellTiterGlo,LuciferaseEnzyme,,92.927,,96,10.1039/c0nr00204f
2507,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,48,50,CellTiterGlo,LuciferaseEnzyme,,95.61,,96,10.1039/c0nr00204f
2508,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,48,100,CellTiterGlo,LuciferaseEnzyme,,91.951,,96,10.1039/c0nr00204f
2509,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,48,200,CellTiterGlo,LuciferaseEnzyme,,74.878,,96,10.1039/c0nr00204f
2510,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,48,400,CellTiterGlo,LuciferaseEnzyme,,54.39,,96,10.1039/c0nr00204f
2511,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,72,25,CellTiterGlo,LuciferaseEnzyme,,91.951,,96,10.1039/c0nr00204f
2512,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,72,50,CellTiterGlo,LuciferaseEnzyme,,76.585,,96,10.1039/c0nr00204f
2513,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,72,100,CellTiterGlo,LuciferaseEnzyme,,70.488,,96,10.1039/c0nr00204f
2514,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,72,200,CellTiterGlo,LuciferaseEnzyme,,70.488,,96,10.1039/c0nr00204f
2515,2010,Pt,I,Sphere,PVP,Chemical Reduction,Negative,4,13.5,,-8,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,72,400,CellTiterGlo,LuciferaseEnzyme,,41.951,,96,10.1039/c0nr00204f
2516,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,24,25,CellTiterGlo,LuciferaseEnzyme,,83.575,,96,10.1039/c0nr00204f
2517,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,24,50,CellTiterGlo,LuciferaseEnzyme,,77.536,,96,10.1039/c0nr00204f
2518,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,24,100,CellTiterGlo,LuciferaseEnzyme,,69.324,,96,10.1039/c0nr00204f
2519,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,24,200,CellTiterGlo,LuciferaseEnzyme,,50.242,,96,10.1039/c0nr00204f
2520,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,24,400,CellTiterGlo,LuciferaseEnzyme,,35.024,,96,10.1039/c0nr00204f
2521,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,48,25,CellTiterGlo,LuciferaseEnzyme,,80.918,,96,10.1039/c0nr00204f
2522,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,48,50,CellTiterGlo,LuciferaseEnzyme,,70.048,,96,10.1039/c0nr00204f
2523,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,48,100,CellTiterGlo,LuciferaseEnzyme,,58.454,,96,10.1039/c0nr00204f
2524,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,48,200,CellTiterGlo,LuciferaseEnzyme,,44.203,,96,10.1039/c0nr00204f
2525,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,48,400,CellTiterGlo,LuciferaseEnzyme,,29.952,,96,10.1039/c0nr00204f
2526,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,72,25,CellTiterGlo,LuciferaseEnzyme,,66.667,,96,10.1039/c0nr00204f
2527,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,72,50,CellTiterGlo,LuciferaseEnzyme,,54.831,,96,10.1039/c0nr00204f
2528,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,72,100,CellTiterGlo,LuciferaseEnzyme,,44.928,,96,10.1039/c0nr00204f
2529,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,72,200,CellTiterGlo,LuciferaseEnzyme,,31.643,,96,10.1039/c0nr00204f
2530,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,HeLa,5000,H,Human,Cervix,Epithelial,Adult,L,72,400,CellTiterGlo,LuciferaseEnzyme,,19.807,,96,10.1039/c0nr00204f
2531,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,24,25,CellTiterGlo,LuciferaseEnzyme,,78.385,,96,10.1039/c0nr00204f
2532,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,24,50,CellTiterGlo,LuciferaseEnzyme,,64.371,,96,10.1039/c0nr00204f
2533,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,24,100,CellTiterGlo,LuciferaseEnzyme,,47.506,,96,10.1039/c0nr00204f
2534,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,24,200,CellTiterGlo,LuciferaseEnzyme,,34.204,,96,10.1039/c0nr00204f
2535,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,24,400,CellTiterGlo,LuciferaseEnzyme,,19.002,,96,10.1039/c0nr00204f
2536,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,48,25,CellTiterGlo,LuciferaseEnzyme,,65.321,,96,10.1039/c0nr00204f
2537,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,48,50,CellTiterGlo,LuciferaseEnzyme,,50.356,,96,10.1039/c0nr00204f
2538,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,48,100,CellTiterGlo,LuciferaseEnzyme,,37.53,,96,10.1039/c0nr00204f
2539,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,48,200,CellTiterGlo,LuciferaseEnzyme,,26.128,,96,10.1039/c0nr00204f
2540,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,48,400,CellTiterGlo,LuciferaseEnzyme,,16.865,,96,10.1039/c0nr00204f
2541,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,72,25,CellTiterGlo,LuciferaseEnzyme,,44.893,,96,10.1039/c0nr00204f
2542,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,72,50,CellTiterGlo,LuciferaseEnzyme,,34.204,,96,10.1039/c0nr00204f
2543,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,72,100,CellTiterGlo,LuciferaseEnzyme,,24.466,,96,10.1039/c0nr00204f
2544,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,72,200,CellTiterGlo,LuciferaseEnzyme,,16.39,,96,10.1039/c0nr00204f
2545,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,MCF-7,5000,H,Human,Breast,Epithelial,Adult,L,72,400,CellTiterGlo,LuciferaseEnzyme,,11.164,,96,10.1039/c0nr00204f
2546,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,24,25,CellTiterGlo,LuciferaseEnzyme,,79.426,,96,10.1039/c0nr00204f
2547,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,24,50,CellTiterGlo,LuciferaseEnzyme,,59.809,,96,10.1039/c0nr00204f
2548,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,24,100,CellTiterGlo,LuciferaseEnzyme,,50.239,,96,10.1039/c0nr00204f
2549,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,24,200,CellTiterGlo,LuciferaseEnzyme,,33.971,,96,10.1039/c0nr00204f
2550,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,24,400,CellTiterGlo,LuciferaseEnzyme,,19.856,,96,10.1039/c0nr00204f
2551,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,48,25,CellTiterGlo,LuciferaseEnzyme,,59.809,,96,10.1039/c0nr00204f
2552,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,48,50,CellTiterGlo,LuciferaseEnzyme,,48.086,,96,10.1039/c0nr00204f
2553,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,48,100,CellTiterGlo,LuciferaseEnzyme,,39.234,,96,10.1039/c0nr00204f
2554,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,48,200,CellTiterGlo,LuciferaseEnzyme,,29.665,,96,10.1039/c0nr00204f
2555,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,48,400,CellTiterGlo,LuciferaseEnzyme,,16.029,,96,10.1039/c0nr00204f
2556,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,72,25,CellTiterGlo,LuciferaseEnzyme,,45.215,,96,10.1039/c0nr00204f
2557,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,72,50,CellTiterGlo,LuciferaseEnzyme,,38.278,,96,10.1039/c0nr00204f
2558,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,72,100,CellTiterGlo,LuciferaseEnzyme,,29.665,,96,10.1039/c0nr00204f
2559,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,72,200,CellTiterGlo,LuciferaseEnzyme,,23.206,,96,10.1039/c0nr00204f
2560,2010,Pt,I,Sphere,FA,Chemical Reduction,Negative,12.5,91.3,,-40.5,,IMR90,5000,H,Human,Lung,Fibroblast,Adult,L,72,400,CellTiterGlo,LuciferaseEnzyme,,14.593,,96,10.1039/c0nr00204f
2561,2018,IronOxide,I,Sphere,PEI,Commercial,Positive,10,17.2,,29.28,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,3.125,MTS,TetrazoliumSalt,,98.282,0.192,97,10.1038/s41598-018-19628-z
2562,2018,IronOxide,I,Sphere,PEI,Commercial,Positive,10,17.2,,29.28,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,6.25,MTS,TetrazoliumSalt,,82.646,0.192,97,10.1038/s41598-018-19628-z
2563,2018,IronOxide,I,Sphere,PEI,Commercial,Positive,10,17.2,,29.28,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,12.5,MTS,TetrazoliumSalt,,15.636,0.192,97,10.1038/s41598-018-19628-z
2564,2018,IronOxide,I,Sphere,PEI,Commercial,Positive,10,17.2,,29.28,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,25,MTS,TetrazoliumSalt,,5.4983,0.192,97,10.1038/s41598-018-19628-z
2565,2018,IronOxide,I,Sphere,PEI,Commercial,Positive,10,17.2,,29.28,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,50,MTS,TetrazoliumSalt,,2.921,0.192,97,10.1038/s41598-018-19628-z
2566,2018,IronOxide,I,Sphere,PEI,Commercial,Positive,10,17.2,,29.28,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,100,MTS,TetrazoliumSalt,,1.2027,0.192,97,10.1038/s41598-018-19628-z
2567,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,10,16.5,,-0.52,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,3.125,MTS,TetrazoliumSalt,,100.86,0.163,97,10.1038/s41598-018-19628-z
2568,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,10,16.5,,-0.52,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,6.25,MTS,TetrazoliumSalt,,101.89,0.163,97,10.1038/s41598-018-19628-z
2569,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,10,16.5,,-0.52,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,12.5,MTS,TetrazoliumSalt,,103.78,0.163,97,10.1038/s41598-018-19628-z
2570,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,10,16.5,,-0.52,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,25,MTS,TetrazoliumSalt,,101.2,0.163,97,10.1038/s41598-018-19628-z
2571,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,10,16.5,,-0.52,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,50,MTS,TetrazoliumSalt,,83.333,0.163,97,10.1038/s41598-018-19628-z
2572,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,10,16.5,,-0.52,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,100,MTS,TetrazoliumSalt,,56.701,0.163,97,10.1038/s41598-018-19628-z
2573,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,30,35.8,,-0.52,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,3.125,MTS,TetrazoliumSalt,,97.595,0.105,97,10.1038/s41598-018-19628-z
2574,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,30,35.8,,-0.52,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,6.25,MTS,TetrazoliumSalt,,97.079,0.105,97,10.1038/s41598-018-19628-z
2575,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,30,35.8,,-0.52,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,12.5,MTS,TetrazoliumSalt,,103.26,0.105,97,10.1038/s41598-018-19628-z
2576,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,30,35.8,,-0.52,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,25,MTS,TetrazoliumSalt,,107.73,0.105,97,10.1038/s41598-018-19628-z
2577,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,30,35.8,,-0.52,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,50,MTS,TetrazoliumSalt,,88.144,0.105,97,10.1038/s41598-018-19628-z
2578,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,30,35.8,,-0.52,,RAW264.7,,A,Mouse,Ascites,Monocyte/Macrophage,Adult,L,48,100,MTS,TetrazoliumSalt,,73.196,0.105,97,10.1038/s41598-018-19628-z
2579,2018,IronOxide,I,Sphere,PEI,Commercial,Positive,10,17.2,,29.28,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,3.125,MTS,TetrazoliumSalt,,70.872,0.192,97,10.1038/s41598-018-19628-z
2580,2018,IronOxide,I,Sphere,PEI,Commercial,Positive,10,17.2,,29.28,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,6.25,MTS,TetrazoliumSalt,,8.9054,0.192,97,10.1038/s41598-018-19628-z
2581,2018,IronOxide,I,Sphere,PEI,Commercial,Positive,10,17.2,,29.28,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,12.5,MTS,TetrazoliumSalt,,7.0501,0.192,97,10.1038/s41598-018-19628-z
2582,2018,IronOxide,I,Sphere,PEI,Commercial,Positive,10,17.2,,29.28,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,25,MTS,TetrazoliumSalt,,3.525,0.192,97,10.1038/s41598-018-19628-z
2583,2018,IronOxide,I,Sphere,PEI,Commercial,Positive,10,17.2,,29.28,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,50,MTS,TetrazoliumSalt,,2.7829,0.192,97,10.1038/s41598-018-19628-z
2584,2018,IronOxide,I,Sphere,PEI,Commercial,Positive,10,17.2,,29.28,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,100,MTS,TetrazoliumSalt,,1.4842,0.192,97,10.1038/s41598-018-19628-z
2585,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,10,16.5,,-0.52,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,3.125,MTS,TetrazoliumSalt,,101.11,0.163,97,10.1038/s41598-018-19628-z
2586,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,10,16.5,,-0.52,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,6.25,MTS,TetrazoliumSalt,,102.23,0.163,97,10.1038/s41598-018-19628-z
2587,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,10,16.5,,-0.52,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,12.5,MTS,TetrazoliumSalt,,105.38,0.163,97,10.1038/s41598-018-19628-z
2588,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,10,16.5,,-0.52,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,25,MTS,TetrazoliumSalt,,91.466,0.163,97,10.1038/s41598-018-19628-z
2589,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,10,16.5,,-0.52,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,50,MTS,TetrazoliumSalt,,77.922,0.163,97,10.1038/s41598-018-19628-z
2590,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,10,16.5,,-0.52,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,100,MTS,TetrazoliumSalt,,56.215,0.163,97,10.1038/s41598-018-19628-z
2591,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,30,35.8,,-0.52,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,3.125,MTS,TetrazoliumSalt,,98.33,0.105,97,10.1038/s41598-018-19628-z
2592,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,30,35.8,,-0.52,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,6.25,MTS,TetrazoliumSalt,,99.629,0.105,97,10.1038/s41598-018-19628-z
2593,2018,IronOxide,I,Sphere,PEG,Commercial,Neutral,30,35.8,,-0.52,,SKOV-3,,H,Human,Ovary,Epithelial,Adult,L,48,12.5,MTS,TetrazoliumSalt,,100,0.105,97,10.1038/s41598-018-19628-z
