Source,NP Type,Size,Shape,Surface area,Zeta potential,Hydrodynamic size,Molecular weight,Surface charge,Surface charge (categorical),Surface coating,Surface reactivity,Aggregation,Electronegativity,Ionic radius,QD Concentration,QD Core,QD Shell,QD Emission wavelength,QD Surface ligand,Cell origin (species),Cell origin (organ),Cell origin (anatomical),Cell origin (primary or cell-line),Cell name,Dose,Exposure time,Assay,Target
"Subramanian, 2021",ZnO,35.6,,27.9,,236.0,,-41.6,Negative,,,,1.65,,,,,,,,,,,Caco2,0.1,24.0,,1.117895
"Subramanian, 2021",ZnO,35.6,,27.9,,236.0,,-41.6,Negative,,,,1.65,,,,,,,,,,,Caco2,1.0,24.0,,1.092632
"Subramanian, 2021",ZnO,35.6,,27.9,,236.0,,-41.6,Negative,,,,1.65,,,,,,,,,,,Caco2,0.1,24.0,,0.872481
"Subramanian, 2021",ZnO,35.6,,27.9,,236.0,,-41.6,Negative,,,,1.65,,,,,,,,,,,Caco2,1.0,24.0,,0.6523309999999999
"Subramanian, 2021",ZnO,35.6,,27.9,,295.5,,-41.6,Negative,,,,1.65,,,,,,,,,,,SW480,0.1,48.0,,1.142285
"Subramanian, 2021",ZnO,35.6,,27.9,,295.5,,-41.6,Negative,,,,1.65,,,,,,,,,,,SW480,1.0,48.0,,1.0781560000000001
"Subramanian, 2021",ZnO,35.6,,27.9,,295.5,,-41.6,Negative,,,,1.65,,,,,,,,,,,SW480,10.0,48.0,,0.033066
"Subramanian, 2021",ZnO,35.6,,27.9,,295.5,,-41.6,Negative,,,,1.65,,,,,,,,,,,SW480,100.0,48.0,,0.048096
"Subramanian, 2021",ZnO,35.6,,27.9,,295.5,,-41.6,Negative,,,,1.65,,,,,,,,,,,SW480,0.1,24.0,,1.0227119999999998
"Subramanian, 2021",ZnO,35.6,,27.9,,295.5,,-41.6,Negative,,,,1.65,,,,,,,,,,,SW480,10.0,24.0,,0.02004
"Subramanian, 2021",ZnO,35.6,,27.9,,295.5,,-41.6,Negative,,,,1.65,,,,,,,,,,,SW480,100.0,24.0,,0.004008
"Subramanian, 2021",ZnO,35.6,,27.9,,236.0,,-41.6,Negative,,,,1.65,,,,,,,,,,,Caco2,0.1,48.0,,1.192404
"Subramanian, 2021",ZnO,35.6,,27.9,,236.0,,-41.6,Negative,,,,1.65,,,,,,,,,,,Caco2,1.0,48.0,,1.2743630000000001
"Subramanian, 2021",ZnO,35.6,,27.9,,236.0,,-41.6,Negative,,,,1.65,,,,,,,,,,,Caco2,10.0,48.0,,1.163751
"Subramanian, 2021",ZnO,35.6,,27.9,,236.0,,-41.6,Negative,,,,1.65,,,,,,,,,,,Caco2,100.0,48.0,,0.40879600000000005
"Subramanian, 2021",ZnO,35.6,,27.9,,236.0,,-41.6,Negative,,,,1.65,,,,,,,,,,,Caco2,0.1,24.0,,0.868566
"Subramanian, 2021",ZnO,35.6,,27.9,,236.0,,-41.6,Negative,,,,1.65,,,,,,,,,,,Caco2,1.0,24.0,,0.844578
"Bilal, 2019",QD,3.4,,,,,,,Negative,,,,,,2300.0,CdSe,No-shell,,Alkylthiol,Human,Respiratory tract,Epithelial,Primary,NHBE,,22.0,WST,0.25
"Bilal, 2019",QD,5.0,,,,,,,Negative,,,,,,720.0,CdSe,No-shell,,Alkylthiol,Human,Respiratory tract,Epithelial,Primary,NHBE,,22.0,WST,0.61
"Bilal, 2019",QD,9.5,,,,,,,Negative,,,,,,100.0,CdSe,No-shell,,Alkylthiol,Human,Respiratory tract,Epithelial,Primary,NHBE,,22.0,WST,0.83
"Bilal, 2019",QD,3.4,,,,,,,Negative,,,,,,2300.0,CdSe,No-shell,,Alkylthiol,Human,Respiratory tract,Epithelial,Primary,NHBE,,22.0,WST,1.35
"Bilal, 2019",QD,5.0,,,,,,,Negative,,,,,,720.0,CdSe,No-shell,,Alkylthiol,Human,Respiratory tract,Epithelial,Primary,NHBE,,22.0,WST,0.83
"Bilal, 2019",QD,9.5,,,,,,,Negative,,,,,,100.0,CdSe,No-shell,,Alkylthiol,Human,Respiratory tract,Epithelial,Primary,NHBE,,22.0,WST,0.71
"Bilal, 2019",QD,3.4,,,,,,,Neutral,,,,,,290.0,CdSe,No-shell,,Alkylthiol,Human,Respiratory tract,Epithelial,Primary,NHBE,,22.0,WST,0.073
"Bilal, 2019",QD,5.0,,,,,,,Neutral,,,,,,90.0,CdSe,No-shell,,Alkylthiol,Human,Respiratory tract,Epithelial,Primary,NHBE,,22.0,WST,0.07
"Bilal, 2019",QD,9.5,,,,,,,Neutral,,,,,,13.0,CdSe,No-shell,,Alkylthiol,Human,Respiratory tract,Epithelial,Primary,NHBE,,22.0,WST,0.17
"Bilal, 2019",QD,3.4,,,,,,,Positive,,,,,,290.0,CdSe,No-shell,,Aminothiol,Human,Respiratory tract,Epithelial,Primary,NHBE,,22.0,WST,0.77
"Bilal, 2019",QD,5.0,,,,,,,Positive,,,,,,16.0,CdSe,No-shell,,Aminothiol,Human,Respiratory tract,Epithelial,Primary,NHBE,,22.0,WST,1.45
"Bilal, 2019",QD,9.5,,,,,,,Positive,,,,,,2.3,CdSe,No-shell,,Aminothiol,Human,Respiratory tract,Epithelial,Primary,NHBE,,22.0,WST,1.4
"Bilal, 2019",QD,5.0,,,,,,,Neutral,,,,,,250.0,CdSe,ZnS,590.0,Alkylthiol,Human,Liver,Hepatocyte,Cell-line,HCCLM6,,48.0,MTT,0.73
"Bilal, 2019",QD,9.0,,,,,,,Negative,,,,,,20.0,CdSe,ZnS,655.0,Amphiphilic-polymer,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,24.0,MTT,0.53
"Bilal, 2019",QD,2.1,,,,,,,Negative,,,,,,6800.0,CdSe,ZnS,520.0,Alkylthiol,Human,Bone marrow,Epithelial,Cell-line,SHSY5Y,,24.0,MTT,0.38
"Bilal, 2019",QD,6.3,,,,,,,Negative,,,,,,240.0,CdSe,ZnS,640.0,Alkylthiol,Human,Bone marrow,Epithelial,Cell-line,SHSY5Y,,24.0,MTT,0.4
"Bilal, 2019",QD,2.2,,,,,,,Neutral,,,,,,1300.0,CdSe,No-shell,478.0,Lipid,Human,Cervix,Epithelial,Cell-line,HeLa,,24.0,MTT,0.9
"Bilal, 2019",QD,2.2,,,,,,,Neutral,,,,,,1300.0,CdSe,No-shell,478.0,Lipid,Human,Cervix,Epithelial,Cell-line,HeLa,,24.0,MTT,0.4
"Bilal, 2019",QD,5.5,,,,,,,Negative,,,,,,75.0,CdSe,ZnS,,Alkylthiol,Human,Brain,Neural,Cell-line,IMR,,24.0,MTT,0.95
"Bilal, 2019",QD,3.5,,,,,,,Negative,,,,,,300.0,CdSe,No-shell,,Alkylthiol,Human,Brain,Neural,Cell-line,IMR,,24.0,MTT,0.38
"Bilal, 2019",QD,2.4,,,,,,,Neutral,,,,,,20.0,CdSe,No-shell,,Other-Hydrophilic,Rat,Brain,Neuronal,Primary,Rat-Hippocampal-Neurons,,24.0,MTT,0.75
"Bilal, 2019",QD,7.1,,,,,,,Positive,,,,,,10.0,CdSe,CdS,621.0,Amphiphilic-polymer,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,24.0,MTT,0.7
"Bilal, 2019",QD,7.1,,,,,,,Positive,,,,,,10.0,CdSe,CdS,621.0,Amphiphilic-polymer,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,48.0,MTT,0.7
"Bilal, 2019",QD,4.0,,,,,,,Positive,,,,,,100.0,CdSe,ZnS,550.0,Alkylthiol,Monkey,Kidney,Fibroblast,Cell-line,COS,,2.0,MTT,1.0
"Bilal, 2019",QD,4.0,,,,,,,Positive,,,,,,100.0,CdSe,ZnS,550.0,Alkylthiol,Monkey,Kidney,Fibroblast,Cell-line,COS,,2.0,MTT,0.95
"Bilal, 2019",QD,4.0,,,,,,,Positive,,,,,,100.0,CdSe,ZnS,550.0,Alkylthiol,Monkey,Kidney,Fibroblast,Cell-line,COS,,2.0,MTT,1.0
"Bilal, 2019",QD,4.0,,,,,,,Positive,,,,,,100.0,CdSe,ZnS,550.0,Alkylthiol,Monkey,Kidney,Fibroblast,Cell-line,COS,,2.0,MTT,0.84
"Bilal, 2019",QD,4.6,,,,,,,Neutral,,,,,,20.0,CdSe,ZnS,565.0,PEG,Cow,Skin,Fibroblast,Primary,Fibroblast,,24.0,MTT,0.88
"Bilal, 2019",QD,4.6,,,,,,,Negative,,,,,,20.0,CdSe,ZnS,565.0,Amphiphilic-polymer,Cow,Skin,Fibroblast,Primary,Fibroblast,,24.0,MTT,0.63
"Bilal, 2019",QD,4.6,,,,,,,Positive,,,,,,20.0,CdSe,ZnS,565.0,PEG,Cow,Skin,Fibroblast,Primary,Fibroblast,,24.0,MTT,0.95
"Bilal, 2019",QD,9.0,,,,,,,Neutral,,,,,,20.0,CdSe,ZnS,655.0,PEG,Cow,Skin,Fibroblast,Primary,Fibroblast,,24.0,MTT,1.13
"Bilal, 2019",QD,9.0,,,,,,,Negative,,,,,,20.0,CdSe,ZnS,655.0,Amphiphilic-polymer,Cow,Skin,Fibroblast,Primary,Fibroblast,,24.0,MTT,0.71
"Bilal, 2019",QD,9.0,,,,,,,Positive,,,,,,20.0,CdSe,ZnS,655.0,PEG,Cow,Skin,Fibroblast,Primary,Fibroblast,,24.0,MTT,1.08
"Bilal, 2019",QD,4.6,,,,,,,Neutral,,,,,,20.0,CdSe,ZnS,565.0,PEG,Cow,Skin,Fibroblast,Primary,Fibroblast,,48.0,MTT,1.37
"Bilal, 2019",QD,4.6,,,,,,,Negative,,,,,,20.0,CdSe,ZnS,565.0,Amphiphilic-polymer,Cow,Skin,Fibroblast,Primary,Fibroblast,,48.0,MTT,0.68
"Bilal, 2019",QD,4.6,,,,,,,Positive,,,,,,20.0,CdSe,ZnS,565.0,PEG,Cow,Skin,Fibroblast,Primary,Fibroblast,,48.0,MTT,1.2
"Bilal, 2019",QD,9.0,,,,,,,Neutral,,,,,,20.0,CdSe,ZnS,655.0,PEG,Cow,Skin,Fibroblast,Primary,Fibroblast,,48.0,MTT,1.32
"Bilal, 2019",QD,9.0,,,,,,,Negative,,,,,,20.0,CdSe,ZnS,655.0,Amphiphilic-polymer,Cow,Skin,Fibroblast,Primary,Fibroblast,,48.0,MTT,0.89
"Bilal, 2019",QD,9.0,,,,,,,Positive,,,,,,20.0,CdSe,ZnS,655.0,PEG,Cow,Skin,Fibroblast,Primary,Fibroblast,,48.0,MTT,1.24
"Bilal, 2019",QD,4.6,,,,,,,Neutral,,,,,,20.0,CdSe,ZnS,565.0,PEG,Cow,Eye,Fibroblast,Primary,Fibroblast,,24.0,MTT,0.92
"Bilal, 2019",QD,4.6,,,,,,,Negative,,,,,,20.0,CdSe,ZnS,565.0,Amphiphilic-polymer,Cow,Eye,Fibroblast,Primary,Fibroblast,,24.0,MTT,0.71
"Bilal, 2019",QD,4.6,,,,,,,Positive,,,,,,20.0,CdSe,ZnS,565.0,PEG,Cow,Eye,Fibroblast,Primary,Fibroblast,,24.0,MTT,0.89
"Bilal, 2019",QD,9.0,,,,,,,Neutral,,,,,,20.0,CdSe,ZnS,655.0,PEG,Cow,Eye,Fibroblast,Primary,Fibroblast,,24.0,MTT,1.01
"Bilal, 2019",QD,9.0,,,,,,,Negative,,,,,,20.0,CdSe,ZnS,655.0,Amphiphilic-polymer,Cow,Eye,Fibroblast,Primary,Fibroblast,,24.0,MTT,0.51
"Bilal, 2019",QD,9.0,,,,,,,Positive,,,,,,20.0,CdSe,ZnS,655.0,PEG,Cow,Eye,Fibroblast,Primary,Fibroblast,,24.0,MTT,0.88
"Bilal, 2019",QD,4.6,,,,,,,Neutral,,,,,,20.0,CdSe,ZnS,565.0,PEG,Cow,Eye,Fibroblast,Primary,Fibroblast,,48.0,MTT,0.89
"Bilal, 2019",QD,4.6,,,,,,,Negative,,,,,,20.0,CdSe,ZnS,565.0,Amphiphilic-polymer,Cow,Eye,Fibroblast,Primary,Fibroblast,,48.0,MTT,0.66
"Bilal, 2019",QD,4.6,,,,,,,Positive,,,,,,20.0,CdSe,ZnS,565.0,PEG,Cow,Eye,Fibroblast,Primary,Fibroblast,,48.0,MTT,0.77
"Bilal, 2019",QD,9.0,,,,,,,Neutral,,,,,,20.0,CdSe,ZnS,655.0,PEG,Cow,Eye,Fibroblast,Primary,Fibroblast,,48.0,MTT,0.75
"Bilal, 2019",QD,9.0,,,,,,,Negative,,,,,,20.0,CdSe,ZnS,655.0,Amphiphilic-polymer,Cow,Eye,Fibroblast,Primary,Fibroblast,,48.0,MTT,0.48
"Bilal, 2019",QD,9.0,,,,,,,Positive,,,,,,20.0,CdSe,ZnS,655.0,PEG,Cow,Eye,Fibroblast,Primary,Fibroblast,,48.0,MTT,0.63
"Bilal, 2019",QD,3.0,,,,,,,Neutral,,,,,,100.0,CdSe,ZnS,520.0,Alkylthiol-PEG,Monkey,Kidney,Fibroblast,Cell-line,COS,,3.0,MTT,0.89
"Bilal, 2019",QD,3.0,,,,,,,Positive,,,,,,100.0,CdSe,ZnS,520.0,Alkylthiol-PEG,Monkey,Kidney,Fibroblast,Cell-line,COS,,3.0,MTT,0.58
"Bilal, 2019",QD,3.0,,,,,,,Positive,,,,,,200.0,CdSe,ZnS,520.0,Alkylthiol-PEG,Monkey,Kidney,Fibroblast,Cell-line,COS,,3.0,MTT,0.92
"Bilal, 2019",QD,3.0,,,,,,,Neutral,,,,,,100.0,CdSe,ZnS,520.0,Alkylthiol-PEG,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,3.0,MTT,0.87
"Bilal, 2019",QD,3.0,,,,,,,Positive,,,,,,100.0,CdSe,ZnS,520.0,Alkylthiol-PEG,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,3.0,MTT,0.53
"Bilal, 2019",QD,3.0,,,,,,,Positive,,,,,,200.0,CdSe,ZnS,520.0,Alkylthiol-PEG,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,3.0,MTT,0.85
"Bilal, 2019",QD,4.6,,,,,,,Neutral,,,,,,20.0,CdSe,ZnS,565.0,PEG,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,24.0,MTT,1.0
"Bilal, 2019",QD,4.6,,,,,,,Positive,,,,,,20.0,CdSe,ZnS,565.0,PEG,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,24.0,MTT,0.98
"Bilal, 2019",QD,4.6,,,,,,,Negative,,,,,,20.0,CdSe,ZnS,565.0,Amphiphilic-polymer,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,24.0,MTT,0.61
"Bilal, 2019",QD,9.0,,,,,,,Neutral,,,,,,20.0,CdSe,ZnS,655.0,PEG,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,24.0,MTT,0.96
"Bilal, 2019",QD,9.0,,,,,,,Positive,,,,,,20.0,CdSe,ZnS,655.0,PEG,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,24.0,MTT,1.02
"Bilal, 2019",QD,9.0,,,,,,,Negative,,,,,,20.0,CdSe,ZnS,655.0,Amphiphilic-polymer,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,24.0,MTT,0.65
"Bilal, 2019",QD,4.6,,,,,,,Neutral,,,,,,20.0,CdSe,ZnS,565.0,PEG,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,48.0,MTT,0.94
"Bilal, 2019",QD,4.6,,,,,,,Positive,,,,,,20.0,CdSe,ZnS,565.0,PEG,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,48.0,MTT,0.7
"Bilal, 2019",QD,4.6,,,,,,,Negative,,,,,,20.0,CdSe,ZnS,565.0,Amphiphilic-polymer,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,48.0,MTT,0.49
"Bilal, 2019",QD,9.0,,,,,,,Neutral,,,,,,20.0,CdSe,ZnS,655.0,PEG,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,48.0,MTT,0.82
"Bilal, 2019",QD,9.0,,,,,,,Positive,,,,,,20.0,CdSe,ZnS,655.0,PEG,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,48.0,MTT,0.72
"Bilal, 2019",QD,9.0,,,,,,,Negative,,,,,,20.0,CdSe,ZnS,655.0,Amphiphilic-polymer,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,48.0,MTT,0.3
"Bilal, 2019",QD,4.6,,,,,,,Neutral,,,,,,1300.0,CdSe,No-shell,600.0,Lipid,Human,Cervix,Epithelial,Cell-line,HeLa,,48.0,MTT,0.879
"Bilal, 2019",QD,4.6,,,,,,,Neutral,,,,,,1300.0,CdSe,No-shell,600.0,Lipid,Human,Cervix,Epithelial,Cell-line,HeLa,,48.0,MTT,0.831
"Bilal, 2019",QD,1.9,,,,,,,Negative,,,,,,7500.0,CdSe,ZnS,490.0,PEG,Human,Colon,Epithelial,Cell-line,Caco2,,24.0,MTT,0.89
"Bilal, 2019",QD,2.5,,,,,,,Negative,,,,,,1400.0,CdSe,No-shell,,Other-Hydrophilic,Human,Colon,Epithelial,Cell-line,Caco2,,24.0,MTT,0.28
"Bilal, 2019",QD,1.5,,,,,,,Negative,,,,,,6300.0,CdSe,No-shell,,Other-Hydrophilic,Human,Colon,Epithelial,Cell-line,Caco2,,24.0,MTT,0.07
"Bilal, 2019",QD,1.4,,,,,,,Negative,,,,,,7800.0,CdSe,No-shell,,Other-Hydrophilic,Human,Colon,Epithelial,Cell-line,Caco2,,24.0,MTT,0.05
"Bilal, 2019",QD,6.3,,,,,,,Negative,,,,,,970.0,CdSe,ZnS,640.0,Alkylthiol,Monkey,Kidney,Epithelial,Cell-line,Vero,,24.0,MTT,0.75
"Bilal, 2019",QD,4.6,,,,,,,Negative,,,,,,2900.0,CdSe,ZnS,570.0,Alkylthiol,Monkey,Kidney,Epithelial,Cell-line,Vero,,24.0,MTT,0.41
"Bilal, 2019",QD,3.0,,,,,,,Negative,,,,,,10000.0,CdSe,ZnS,520.0,Alkylthiol,Monkey,Kidney,Epithelial,Cell-line,Vero,,24.0,MTT,0.34
"Bilal, 2019",QD,6.3,,,,,,,Negative,,,,,,970.0,CdSe,ZnS,640.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,24.0,MTT,0.3
"Bilal, 2019",QD,4.6,,,,,,,Negative,,,,,,2900.0,CdSe,ZnS,570.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,24.0,MTT,0.32
"Bilal, 2019",QD,3.0,,,,,,,Negative,,,,,,10000.0,CdSe,ZnS,520.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,24.0,MTT,0.24
"Bilal, 2019",QD,6.3,,,,,,,Negative,,,,,,970.0,CdSe,ZnS,640.0,Alkylthiol,Human,Liver,Hepatocyte,Primary,Primary-human-hepatocyte,,24.0,MTT,0.29
"Bilal, 2019",QD,4.6,,,,,,,Negative,,,,,,2900.0,CdSe,ZnS,570.0,Alkylthiol,Human,Liver,Hepatocyte,Primary,Primary-human-hepatocyte,,24.0,MTT,0.44
"Bilal, 2019",QD,3.0,,,,,,,Negative,,,,,,10000.0,CdSe,ZnS,520.0,Alkylthiol,Human,Liver,Hepatocyte,Primary,Primary-human-hepatocyte,,24.0,MTT,0.31
"Bilal, 2019",QD,6.3,,,,,,,Negative,,,,,,970.0,CdSe,ZnS,640.0,Alkylthiol,Monkey,Kidney,Epithelial,Cell-line,Vero,,12.0,MTT,0.33
"Bilal, 2019",QD,4.6,,,,,,,Negative,,,,,,2900.0,CdSe,ZnS,570.0,Alkylthiol,Monkey,Kidney,Epithelial,Cell-line,Vero,,12.0,MTT,0.35
"Bilal, 2019",QD,3.0,,,,,,,Negative,,,,,,10000.0,CdSe,ZnS,520.0,Alkylthiol,Monkey,Kidney,Epithelial,Cell-line,Vero,,12.0,MTT,0.31
"Bilal, 2019",QD,3.0,,,,,,,Negative,,,,,,500.0,CdSe,ZnS,,Alkylthiol,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,24.0,MTT,0.05
"Bilal, 2019",QD,3.0,,,,,,,Negative,,,,,,500.0,CdSe,ZnS,,Alkylthiol,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,24.0,MTT,0.18
"Bilal, 2019",QD,3.0,,,,,,,Negative,,,,,,500.0,CdSe,ZnS,,Alkylthiol,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,24.0,MTT,0.18
"Bilal, 2019",QD,3.0,,,,,,,Neutral,,,,,,500.0,CdSe,ZnS,,Aminoacid,Human,Embryonic kidney,Epithelial,Cell-line,HEK,,24.0,MTT,0.78
"Bilal, 2019",QD,2.6,,,,,,,Negative,,,,,,4000.0,CdSe,ZnS,520.0,Alkylthiol,Monkey,Kidney,Epithelial,Cell-line,Vero,,4.0,MTT,0.63
"Bilal, 2019",QD,2.6,,,,,,,Negative,,,,,,4000.0,CdSe,ZnS,520.0,Alkylthiol,Monkey,Kidney,Epithelial,Cell-line,Vero,,4.0,MTT,0.67
"Bilal, 2019",QD,2.6,,,,,,,Negative,,,,,,4000.0,CdSe,ZnS,520.0,Alkylthiol,Monkey,Kidney,Epithelial,Cell-line,Vero,,4.0,MTT,1.12
"Bilal, 2019",QD,4.5,,,,,,,Negative,,,,,,7000.0,CdSe,ZnS,600.0,Alkylthiol,Rat,Liver,Hepatocyte,Primary,Hepatocyte,,24.0,MTT,0.93
"Bilal, 2019",QD,4.5,,,,,,,Neutral,,,,,,7000.0,CdSe,ZnS,600.0,Alkylthiol,Rat,Liver,Hepatocyte,Primary,Hepatocyte,,24.0,MTT,1.0
"Bilal, 2019",QD,3.6,,,,,,,Negative,,,,,,12000.0,CdSe,No-shell,582.0,Alkylthiol,Rat,Liver,Hepatocyte,Primary,Hepatocyte,,24.0,MTT,0.13
"Bilal, 2019",QD,6.7,,,,,,,Negative,,,,,,40.0,CdSe,ZnS,620.0,Amphiphilic-polymer,Human,Liver,Epithelial,Cell-line,HepG2,,24.0,MTT,1.1
"Bilal, 2019",QD,6.7,,,,,,,Negative,,,,,,40.0,CdSe,ZnS,620.0,Amphiphilic-polymer,Human,Liver,Hepatocyte,Primary,Primary-human-hepatocyte,,24.0,MTT,0.79
"Bilal, 2019",QD,5.4,,,,,,,Neutral,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,2.0,MTT,0.93
"Bilal, 2019",QD,5.4,,,,,,,Neutral,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,12.0,MTT,0.93
"Bilal, 2019",QD,5.4,,,,,,,Neutral,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,24.0,MTT,0.88
"Bilal, 2019",QD,5.4,,,,,,,Neutral,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,48.0,MTT,0.91
"Bilal, 2019",QD,5.4,,,,,,,Neutral,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,72.0,MTT,0.87
"Bilal, 2019",QD,5.4,,,,,,,Negative,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,2.0,MTT,0.74
"Bilal, 2019",QD,5.4,,,,,,,Negative,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,12.0,MTT,0.68
"Bilal, 2019",QD,5.4,,,,,,,Negative,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,24.0,MTT,0.75
"Bilal, 2019",QD,5.4,,,,,,,Negative,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,48.0,MTT,0.65
"Bilal, 2019",QD,5.4,,,,,,,Negative,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,72.0,MTT,0.59
"Bilal, 2019",QD,5.4,,,,,,,Neutral,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,2.0,MTT,0.96
"Bilal, 2019",QD,5.4,,,,,,,Neutral,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,12.0,MTT,0.97
"Bilal, 2019",QD,5.4,,,,,,,Neutral,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,24.0,MTT,0.93
"Bilal, 2019",QD,5.4,,,,,,,Neutral,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,48.0,MTT,0.94
"Bilal, 2019",QD,5.4,,,,,,,Neutral,,,,,,3200.0,CdSe,ZnS,608.0,Alkylthiol,Human,Cervix,Epithelial,Cell-line,HeLa,,72.0,MTT,0.93
"Bilal, 2019",QD,4.4,,,,,,,Positive,,,,,,100.0,CdSe,ZnS,550.0,Silica,Human,Cervix,Epithelial,Cell-line,HeLa,,240.0,Colonigenic,0.93
"Bilal, 2019",QD,2.6,,,,,,,Neutral,,,,,,16000.0,CdSe,ZnS,520.0,Other-Hydrophilic,Mouse,Blood,Lymphoblast,Cell-line,EL-4,,24.0,Colonigenic,0.01
"Bilal, 2019",QD,7.5,,,,,,,Negative,,,,,,150.0,CdSe,CdS,620.0,Amphiphilic-polymer,Human,Breast,Epithelial,Cell-line,SK-BR-3,,4.0,Live/Dead,0.01
"Bilal, 2019",QD,7.5,,,,,,,Neutral,,,,,,150.0,CdSe,CdS,620.0,PEG,Human,Breast,Epithelial,Cell-line,SK-BR-3,,4.0,Live/Dead,0.7
"Bilal, 2019",QD,7.5,,,,,,,Neutral,,,,,,150.0,CdSe,CdS,620.0,PEG,Human,Breast,Epithelial,Cell-line,SK-BR-3,,4.0,Live/Dead,0.8
"Bilal, 2019",QD,5.0,,,,,,,Neutral,,,,,,80.0,CdSe,ZnS,,Silica,Human,Lung,Fibroblast,Cell-line,IMR,,48.0,,0.97
"Bilal, 2019",QD,5.0,,,,,,,Neutral,,,,,,80.0,CdSe,ZnS,,Silica,Human,Skin,Fibroblast,Cell-line,HSF-42,,48.0,,0.92
"Bilal, 2019",QD,2.1,,,,,,,Negative,,,,,,200.0,CdSe,ZnS,520.0,Alkylthiol,Human,Lung,Epithelial,Cell-line,A549,,24.0,SRB,0.84
"Bilal, 2019",QD,2.1,,,,,,,Positive,,,,,,200.0,CdSe,ZnS,520.0,Alkylthiol,Human,Lung,Epithelial,Cell-line,A549,,24.0,SRB,0.81
"Bilal, 2019",QD,4.8,,,,,,,Positive,,,,,,870.0,CdSe,ZnS,600.0,Aminothiol,Hamster,Ovary,Epithelial,Cell-line,CHO,,24.0,XTT,0.92
"Bilal, 2019",QD,4.8,,,,,,,Negative,,,,,,870.0,CdSe,ZnS,610.0,Polyol,Hamster,Ovary,Epithelial,Cell-line,CHO,,24.0,XTT,0.85
"Bilal, 2019",QD,4.8,,,,,,,Negative,,,,,,870.0,CdSe,ZnS,610.0,Polyol,Hamster,Ovary,Epithelial,Cell-line,CHO,,24.0,XTT,0.85
"Bilal, 2019",QD,4.8,,,,,,,Negative,,,,,,870.0,CdSe,ZnS,610.0,Polyol,Hamster,Ovary,Epithelial,Cell-line,CHO,,24.0,XTT,0.76
"Bilal, 2019",QD,3.9,,,,,,,Negative,,,,,,1.0,CdSe,ZnS,577.0,Alkylthiol,Mouse,Embryo,Fibroblast,Cell-line,BALB/3T3,,24.0,Live/Dead,0.95
